mod_id,mod_name,mod_category,typical_hp_gain_pct,typical_tq_gain_pct,typical_hp_gain_abs,typical_tq_gain_abs,compatible_makes,compatible_models,difficulty_level,typical_cost_usd,notes,source_url
MOD_E5A7DC98,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 575.0 hp / 669.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-S67
MOD_EFCA9956,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 599.0 hp / 617.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-S67
MOD_B6184189,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 646.0 hp / 656.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-S8
MOD_4F847C38,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 672.0 hp / 691.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-S8
MOD_8FC2CFD3,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-4M
MOD_5C020C7F,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-4M-SQ
MOD_9C9E0441,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 724.0 hp / 783.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-4M-URUS
MOD_39305182,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 644.0 hp / 720.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9711-GTS
MOD_D83158AC,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 644.0 hp / 720.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9711-TURBO
MOD_1C38A922,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 644.0 hp / 720.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9712-GTS
MOD_F6F16646,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9Y-GTS
MOD_894C708A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9Y-TURBO
MOD_7CF0DCA6,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 724.0 hp / 783.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-9Y-TURBO-GT
MOD_4E57AA28,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-BENTLEY
MOD_E64C884E,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-C8
MOD_304E6C27,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 724.0 hp / 783.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-C8-PERF
MOD_2C524C56,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 814.0 hp / 813.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-C8-PERF
MOD_E30F4656,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 685.0 hp / 731.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea825/parts/ECU-40T-EA825-D5
MOD_15DA661C,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 455.0 hp / 239.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/42l_ea824_fsi/parts/ECU-42L-FSI-RS5
MOD_B0BEC5B7,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 487.0 hp / 533.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/cayenne/parts/ECU-45T-CAYENNE
MOD_293B8043,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 502.0 hp / 537.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/cayenne/parts/ECU-45T-CAYENNE
MOD_122590F9,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 665.0 hp / 716.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/10/50t_ea824/parts/ECU-50T
MOD_8C3E4966,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 559.0 hp / 411.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/10/52l_ea824/parts/ECU-52L-1
MOD_E66D1CE2,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 634.0 hp / 420.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/10/52l_ea824/parts/ECU-52L-2
MOD_8505F821,APR Stage 1 ECU Upgrade,ECU Tune,31.8,,70.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen3 IS20 (Golf GTI / A3 2.0 TSI),Professional,399,Stock: 220 hp → Stage 1: 290 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS20
MOD_227368B2,APR Stage 2 ECU Upgrade,ECU Tune,54.5,,120.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen3 IS20 (Golf GTI / A3 2.0 TSI),Professional,599,Stock: 220 hp → Stage 2: 340 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS20
MOD_0B10F06B,APR Stage 1 ECU Upgrade,ECU Tune,26.7,,78.0,,VW;Audi;Seat,2.0T EA888 Gen3 IS38 (Golf R / S3 / TT S),Professional,399,Stock: 292 hp → Stage 1: 370 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS38
MOD_CA3B1785,APR Stage 2 ECU Upgrade,ECU Tune,47.3,,138.0,,VW;Audi;Seat,2.0T EA888 Gen3 IS38 (Golf R / S3 / TT S),Professional,699,Stock: 292 hp → Stage 2: 430 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS38
MOD_53CA51C8,APR Stage 1 ECU Upgrade,ECU Tune,25.4,,80.0,,VW;Audi,2.0T EA888 Gen3 IS38 8-speed (Golf R DSG),Professional,399,Stock: 315 hp → Stage 1: 395 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_D037C1BF,APR Stage 2 ECU Upgrade,ECU Tune,42.9,,135.0,,VW;Audi,2.0T EA888 Gen3 IS38 8-speed (Golf R DSG),Professional,699,Stock: 315 hp → Stage 2: 450 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_FDB0604A,APR Stage 1 ECU Upgrade,ECU Tune,30.6,,75.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen4 LK2 (Golf GTI Mk8 / A3 8Y),Professional,399,Stock: 245 hp → Stage 1: 320 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-4-LK2
MOD_B32F74C0,APR Stage 2 ECU Upgrade,ECU Tune,53.1,,130.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen4 LK2 (Golf GTI Mk8 / A3 8Y),Professional,699,Stock: 245 hp → Stage 2: 375 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-4-LK2
MOD_6B16EC1C,APR Stage 1 ECU Upgrade,ECU Tune,25.0,,80.0,,VW;Audi,2.0T EA888 Gen4 LK3 (Golf R Mk8),Professional,399,Stock: 320 hp → Stage 1: 400 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-4-LK3
MOD_0EC5426C,APR Stage 2 ECU Upgrade,ECU Tune,43.8,,140.0,,VW;Audi,2.0T EA888 Gen4 LK3 (Golf R Mk8),Professional,799,Stock: 320 hp → Stage 2: 460 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-4-LK3
MOD_B3F525C2,APR Stage 1 ECU Upgrade,ECU Tune,33.3,,60.0,,VW;Audi;Skoda;Seat,1.8T EA888 Gen3 (A3 1.8 TFSI / Golf 1.8 TSI),Professional,399,Stock: 180 hp → Stage 1: 240 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-18T-EA888-3-T-IS20
MOD_E8142244,APR Stage 2 ECU Upgrade,ECU Tune,55.6,,100.0,,VW;Audi;Skoda;Seat,1.8T EA888 Gen3 (A3 1.8 TFSI / Golf 1.8 TSI),Professional,599,Stock: 180 hp → Stage 2: 280 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-18T-EA888-3-T-IS20
MOD_106917EC,APR Stage 1 ECU Upgrade,ECU Tune,20.0,,80.0,,Audi,2.5T EA855 Evo (RS3 8V / TT RS 8S),Professional,499,Stock: 400 hp → Stage 1: 480 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-25T-EA855-EVO-T-IHI
MOD_1370EDD6,APR Stage 2 ECU Upgrade,ECU Tune,35.0,,140.0,,Audi,2.5T EA855 Evo (RS3 8V / TT RS 8S),Professional,799,Stock: 400 hp → Stage 2: 540 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-25T-EA855-EVO-T-IHI
MOD_168A3810,APR Stage 1 ECU Upgrade,ECU Tune,27.1,,96.0,,Audi,3.0T V6 EA839 (S4 B9 / S5 B9 / SQ5),Professional,599,Stock: 354 hp → Stage 1: 450 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-30T-V6-EA839-T-OEM
MOD_553212FD,APR Stage 2 ECU Upgrade,ECU Tune,46.9,,166.0,,Audi,3.0T V6 EA839 (S4 B9 / S5 B9 / SQ5),Professional,899,Stock: 354 hp → Stage 2: 520 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-30T-V6-EA839-T-OEM
MOD_7C5E015A,APR Stage 1 ECU Upgrade,ECU Tune,18.4,,109.0,,Audi;Lamborghini;Bentley,4.0T V8 DOHC (RS6 C8 / RS7 C8 / S8 D5),Professional,799,Stock: 591 hp → Stage 1: 700 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-40T-V8-C8-T-OEM
MOD_616E5824,APR Stage 2 ECU Upgrade,ECU Tune,32.0,,189.0,,Audi;Lamborghini;Bentley,4.0T V8 DOHC (RS6 C8 / RS7 C8 / S8 D5),Professional,999,Stock: 591 hp → Stage 2: 780 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-40T-V8-C8-T-OEM
MOD_69BD00E2,APR Stage 1 ECU Upgrade,ECU Tune,19.0,,80.0,,Audi,2.5T EA855 Evo2 (RS3 8Y / TT RS facelift),Professional,499,Stock: 420 hp → Stage 1: 500 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-25T-EA855-EVO2-T-IHI
MOD_2E82A8EE,APR Stage 2 ECU Upgrade,ECU Tune,34.5,,145.0,,Audi,2.5T EA855 Evo2 (RS3 8Y / TT RS facelift),Professional,799,Stock: 420 hp → Stage 2: 565 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-25T-EA855-EVO2-T-IHI
MOD_5C9BF407,APR Stage 1 ECU Upgrade,ECU Tune,26.4,,71.0,,VW,2.0T EA888 Gen4 Power Control Unit (VW Atlas / GTI 22-24),Professional,649,Stock: 269 hp → Stage 1: 340 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-20T-EA888-4-LK2-PCU
MOD_CDA74DFF,APR Stage 1 ECU Upgrade,ECU Tune,28.4,,95.0,,Audi,3.0T V6 EA839 C8 (A6/A7 allroad 19-24),Professional,599,Stock: 335 hp → Stage 1: 430 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-30T-V6-EA839-C8
MOD_5AC0C54D,APR Stage 2 ECU Upgrade,ECU Tune,46.3,,155.0,,Audi,3.0T V6 EA839 C8 (A6/A7 allroad 19-24),Professional,899,Stock: 335 hp → Stage 2: 490 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/parts/ECU-30T-V6-EA839-C8
MOD_E04C05DA,RaceChip ECU Tuning Box,ECU Tune,31.8,,70.0,,VW,Golf GTI Mk7/7.5 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 220 hp → Tuned: 290 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_13B68761,RaceChip ECU Tuning Box,ECU Tune,23.3,,70.0,,VW,Golf R Mk7 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 370 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_18FA4E15,RaceChip ECU Tuning Box,ECU Tune,26.5,,65.0,,VW,Golf GTI Mk8 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 245 hp → Tuned: 310 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_8254E2E0,RaceChip ECU Tuning Box,ECU Tune,30.0,,45.0,,VW,Tiguan 2.0 TDI 150,DIY,400,Plug-in tuning box. Stock: 150 hp → Tuned: 195 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_0005DBC8,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,VW,Passat 2.0 TDI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_CC5125F6,RaceChip ECU Tuning Box,ECU Tune,26.7,,80.0,,Audi,A3/S3 2.0 TFSI (8V),DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 380 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_EE1882FB,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,Audi,A4/A5 2.0 TFSI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_563993C5,RaceChip ECU Tuning Box,ECU Tune,22.5,,90.0,,Audi,RS3 2.5 TFSI,DIY,400,Plug-in tuning box. Stock: 400 hp → Tuned: 490 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_E600915A,RaceChip ECU Tuning Box,ECU Tune,25.9,,74.0,,Audi,Q5 3.0 TDI 286,DIY,400,Plug-in tuning box. Stock: 286 hp → Tuned: 360 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_2AA46F50,RaceChip ECU Tuning Box,ECU Tune,23.5,,80.0,,BMW,M140i/M240i B58 340,DIY,400,Plug-in tuning box. Stock: 340 hp → Tuned: 420 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D9E3C18F,RaceChip ECU Tuning Box,ECU Tune,26.0,,67.0,,BMW,330i G20 2.0 258,DIY,400,Plug-in tuning box. Stock: 258 hp → Tuned: 325 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_9BF6AA3A,RaceChip ECU Tuning Box,ECU Tune,17.6,,90.0,,BMW,M3/M4 S58,DIY,400,Plug-in tuning box. Stock: 510 hp → Tuned: 600 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_5C927657,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,BMW,520d G30 2.0d 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_9AE22E0F,RaceChip ECU Tuning Box,ECU Tune,22.2,,80.0,,Mercedes-Benz,A45 AMG M133,DIY,400,Plug-in tuning box. Stock: 360 hp → Tuned: 440 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D4C5A3F9,RaceChip ECU Tuning Box,ECU Tune,24.0,,62.0,,Mercedes-Benz,C300 2.0T,DIY,400,Plug-in tuning box. Stock: 258 hp → Tuned: 320 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_F6CD11AA,RaceChip ECU Tuning Box,ECU Tune,26.3,,51.0,,Mercedes-Benz,E220d 2.0d 194,DIY,400,Plug-in tuning box. Stock: 194 hp → Tuned: 245 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_83CB33B2,RaceChip ECU Tuning Box,ECU Tune,24.0,,60.0,,Ford,Focus ST Mk3 2.0 EcoBoost,DIY,400,Plug-in tuning box. Stock: 250 hp → Tuned: 310 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_B4005F30,RaceChip ECU Tuning Box,ECU Tune,27.5,,55.0,,Ford,Fiesta ST 1.5 EcoBoost,DIY,400,Plug-in tuning box. Stock: 200 hp → Tuned: 255 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_72A55297,RaceChip ECU Tuning Box,ECU Tune,24.1,,70.0,,Ford,Mustang 2.3 EcoBoost,DIY,400,Plug-in tuning box. Stock: 290 hp → Tuned: 360 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_E8D20BF9,RaceChip ECU Tuning Box,ECU Tune,23.2,,65.0,,Opel,Astra OPC/VXR 2.0T,DIY,400,Plug-in tuning box. Stock: 280 hp → Tuned: 345 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_845447EC,RaceChip ECU Tuning Box,ECU Tune,28.2,,55.0,,Opel,Insignia 2.0 CDTI BiTurbo 195,DIY,400,Plug-in tuning box. Stock: 195 hp → Tuned: 250 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_66D852F1,RaceChip ECU Tuning Box,ECU Tune,24.5,,60.0,,Skoda,Octavia vRS 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 245 hp → Tuned: 305 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_5CFCA1B9,RaceChip ECU Tuning Box,ECU Tune,22.9,,55.0,,Skoda,Kodiaq RS 2.0 TDI 240,DIY,400,Plug-in tuning box. Stock: 240 hp → Tuned: 295 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_1DD84100,RaceChip ECU Tuning Box,ECU Tune,25.0,,75.0,,Seat,Leon Cupra R 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 375 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_4489FA7E,RaceChip ECU Tuning Box,ECU Tune,28.9,,55.0,,Seat,Ateca FR 2.0 TSI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 245 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_FC507DA7,RaceChip ECU Tuning Box,ECU Tune,22.6,,59.0,,Toyota,GR Yaris 1.6T,DIY,400,Plug-in tuning box. Stock: 261 hp → Tuned: 320 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_1CD7A53F,RaceChip ECU Tuning Box,ECU Tune,22.1,,75.0,,Toyota,Supra A90 3.0T,DIY,400,Plug-in tuning box. Stock: 340 hp → Tuned: 415 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D0D8BC1C,RaceChip ECU Tuning Box,ECU Tune,20.3,,65.0,,Honda,Civic Type R FK8 2.0T,DIY,400,Plug-in tuning box. Stock: 320 hp → Tuned: 385 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_89C6D75E,RaceChip ECU Tuning Box,ECU Tune,23.3,,70.0,,Subaru,WRX STI EJ257,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 370 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_DD18C3D1,RaceChip ECU Tuning Box,ECU Tune,23.2,,65.0,,Renault,Megane RS 280 1.8T,DIY,400,Plug-in tuning box. Stock: 280 hp → Tuned: 345 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_3808F64B,RaceChip ECU Tuning Box,ECU Tune,22.2,,60.0,,Peugeot,308 GTi 1.6T 270,DIY,400,Plug-in tuning box. Stock: 270 hp → Tuned: 330 hp. RaceChip published figures (static fallback).,https://www.racechip.com
