build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,confidence
BUILD_08571C07,CAR_3D80DC70,Bmw,Alpina,b3 30 bi turbo 5d switch tronic,2008.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,417.8,613.8,4.26,,,synthetic,synthetic,synthetic,0.4
BUILD_13F2141A,CAR_3D80DC70,Bmw,Alpina,b3 30 bi turbo 5d switch tronic,2008.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,467.0,674.8,3.98,,,synthetic,synthetic,synthetic,0.4
BUILD_57A7EE72,CAR_3D80DC70,Bmw,Alpina,b3 30 bi turbo 5d switch tronic,2008.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,556.6,789.0,3.58,,,synthetic,synthetic,synthetic,0.4
BUILD_5E206AEE,CAR_0789D367,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 4dr s tronic,2021.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,446.2,617.3,3.43,,,synthetic,synthetic,synthetic,0.4
BUILD_56974534,CAR_0789D367,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 4dr s tronic,2021.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,507.4,712.0,3.18,,,synthetic,synthetic,synthetic,0.4
BUILD_027E55DC,CAR_0789D367,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 4dr s tronic,2021.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,628.6,820.7,2.8,,,synthetic,synthetic,synthetic,0.4
BUILD_F79410F5,CAR_9B1521AD,Ford,Fiesta,15 ecoboost st 2 3dr,2018.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,229.9,374.9,5.74,,,synthetic,synthetic,synthetic,0.4
BUILD_8ED276E0,CAR_9B1521AD,Ford,Fiesta,15 ecoboost st 2 3dr,2018.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,268.5,439.3,5.23,,,synthetic,synthetic,synthetic,0.4
BUILD_A1D4B31C,CAR_9B1521AD,Ford,Fiesta,15 ecoboost st 2 3dr,2018.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,314.5,526.8,4.76,,,synthetic,synthetic,synthetic,0.4
BUILD_9BE5EA24,CAR_0E6F7AD3,Skoda,Yeti,12 tsi (110bhp) monte carlo 5d,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,131.3,209.9,9.43,,,synthetic,synthetic,synthetic,0.4
BUILD_1CEE1C54,CAR_0E6F7AD3,Skoda,Yeti,12 tsi (110bhp) monte carlo 5d,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,141.3,247.6,9.02,,,synthetic,synthetic,synthetic,0.4
BUILD_2FC9BFA1,CAR_0E6F7AD3,Skoda,Yeti,12 tsi (110bhp) monte carlo 5d,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,165.4,274.2,8.21,,,synthetic,synthetic,synthetic,0.4
BUILD_445F20F2,CAR_B02A3622,Seat,Leon,20 tsi cupra (290bhp) (sub8 pack) hatchback 5d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,337.9,442.3,5.06,,,synthetic,synthetic,synthetic,0.4
BUILD_1CA10199,CAR_B02A3622,Seat,Leon,20 tsi cupra (290bhp) (sub8 pack) hatchback 5d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,381.8,485.5,4.7,,,synthetic,synthetic,synthetic,0.4
BUILD_EB909A0B,CAR_B02A3622,Seat,Leon,20 tsi cupra (290bhp) (sub8 pack) hatchback 5d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,430.3,564.0,4.37,,,synthetic,synthetic,synthetic,0.4
BUILD_9D988872,CAR_E61FF1E1,Volkswagen,Passat,14 r line tsi 5d,2005.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,147.5,248.6,9.28,,,synthetic,synthetic,synthetic,0.4
BUILD_9B407341,CAR_E61FF1E1,Volkswagen,Passat,14 r line tsi 5d,2005.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,158.6,297.7,8.88,,,synthetic,synthetic,synthetic,0.4
BUILD_835F2460,CAR_E61FF1E1,Volkswagen,Passat,14 r line tsi 5d,2005.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,188.9,340.1,8.0,,,synthetic,synthetic,synthetic,0.4
BUILD_F1BDED1F,CAR_E22D97FD,Volkswagen,Beetle Dune,12 tsi bmt 105ps 3d,2016.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,123.6,211.0,9.77,,,synthetic,synthetic,synthetic,0.4
BUILD_0C3A848D,CAR_E22D97FD,Volkswagen,Beetle Dune,12 tsi bmt 105ps 3d,2016.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,133.8,246.9,9.32,,,synthetic,synthetic,synthetic,0.4
BUILD_6AFCB47D,CAR_E22D97FD,Volkswagen,Beetle Dune,12 tsi bmt 105ps 3d,2016.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,162.8,286.4,8.28,,,synthetic,synthetic,synthetic,0.4
BUILD_C24A8888,CAR_07E69D8E,Seat,Ibiza,10 ecotsi (110bhp) fr hatchback 5d dsg,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,131.9,244.2,7.98,,,synthetic,synthetic,synthetic,0.4
BUILD_45356C7E,CAR_07E69D8E,Seat,Ibiza,10 ecotsi (110bhp) fr hatchback 5d dsg,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,142.6,282.0,7.62,,,synthetic,synthetic,synthetic,0.4
BUILD_882EC81D,CAR_07E69D8E,Seat,Ibiza,10 ecotsi (110bhp) fr hatchback 5d dsg,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,169.0,324.0,6.88,,,synthetic,synthetic,synthetic,0.4
BUILD_A68C1585,CAR_642AB5EF,Ford,C Max,10 ecoboost (125bhp) titanium (0515 ) 5d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,148.8,251.8,9.46,,,synthetic,synthetic,synthetic,0.4
BUILD_1F076A69,CAR_642AB5EF,Ford,C Max,10 ecoboost (125bhp) titanium (0515 ) 5d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,160.4,273.5,9.04,,,synthetic,synthetic,synthetic,0.4
BUILD_93ADB8E6,CAR_642AB5EF,Ford,C Max,10 ecoboost (125bhp) titanium (0515 ) 5d,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,185.7,321.6,8.28,,,synthetic,synthetic,synthetic,0.4
BUILD_A9B99AE1,CAR_ECE09304,Volkswagen,T Cross,10 tsi 110 active 5dr,2019.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,122.4,243.3,9.74,,,synthetic,synthetic,synthetic,0.4
BUILD_298AFB4A,CAR_ECE09304,Volkswagen,T Cross,10 tsi 110 active 5dr,2019.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,143.0,271.7,8.87,,,synthetic,synthetic,synthetic,0.4
BUILD_F938AA95,CAR_ECE09304,Volkswagen,T Cross,10 tsi 110 active 5dr,2019.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,168.4,310.6,8.04,,,synthetic,synthetic,synthetic,0.4
BUILD_48A2776E,CAR_E3B8DFB3,Skoda,Octavia,18t vrs estate 5d,2001.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,204.1,294.3,7.14,,,synthetic,synthetic,synthetic,0.4
BUILD_A2D711EF,CAR_E3B8DFB3,Skoda,Octavia,18t vrs estate 5d,2001.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,235.1,315.5,6.56,,,synthetic,synthetic,synthetic,0.4
BUILD_8D157234,CAR_E3B8DFB3,Skoda,Octavia,18t vrs estate 5d,2001.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,279.4,382.3,5.91,,,synthetic,synthetic,synthetic,0.4
BUILD_179779FA,CAR_8199A279,Volkswagen,T Roc,10 tsi 110 active 5dr,2017.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,124.4,246.5,9.65,,,synthetic,synthetic,synthetic,0.4
BUILD_E7501ADB,CAR_8199A279,Volkswagen,T Roc,10 tsi 110 active 5dr,2017.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,138.1,267.0,9.06,,,synthetic,synthetic,synthetic,0.4
BUILD_337E182C,CAR_8199A279,Volkswagen,T Roc,10 tsi 110 active 5dr,2017.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,167.7,320.8,8.06,,,synthetic,synthetic,synthetic,0.4
BUILD_58AE25C5,CAR_4B28D428,Volkswagen,Golf,20 tsi r hatchback 3d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,352.2,472.2,4.41,,,synthetic,synthetic,synthetic,0.4
BUILD_0B18F065,CAR_4B28D428,Volkswagen,Golf,20 tsi r hatchback 3d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,403.4,525.0,4.06,,,synthetic,synthetic,synthetic,0.4
BUILD_EC45C952,CAR_4B28D428,Volkswagen,Golf,20 tsi r hatchback 3d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,452.0,619.2,3.79,,,synthetic,synthetic,synthetic,0.4
BUILD_E04FE7A7,CAR_F32FD119,Audi,A1,10 tfsi se 3d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,107.6,194.2,9.71,,,synthetic,synthetic,synthetic,0.4
BUILD_B0C8AF0D,CAR_F32FD119,Audi,A1,10 tfsi se 3d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,118.8,213.2,9.15,,,synthetic,synthetic,synthetic,0.4
BUILD_91E4B72A,CAR_F32FD119,Audi,A1,10 tfsi se 3d,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,148.5,261.4,8.0,,,synthetic,synthetic,synthetic,0.4
BUILD_D8A07C18,CAR_6AFE8AD2,Volkswagen,Tiguan,15 tsi elegance 5dr dsg,2017.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,176.3,302.7,8.34,,,synthetic,synthetic,synthetic,0.4
BUILD_90C6BAF5,CAR_6AFE8AD2,Volkswagen,Tiguan,15 tsi elegance 5dr dsg,2017.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,189.2,336.4,7.99,,,synthetic,synthetic,synthetic,0.4
BUILD_AE7B9D96,CAR_6AFE8AD2,Volkswagen,Tiguan,15 tsi elegance 5dr dsg,2017.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,224.2,401.2,7.22,,,synthetic,synthetic,synthetic,0.4
BUILD_B1D148EF,CAR_7FAA4E5A,Ford,Focus,10 ecoboost 125 st line edition 5dr,2018.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,147.8,247.2,8.69,,,synthetic,synthetic,synthetic,0.4
BUILD_A57EE6CA,CAR_7FAA4E5A,Ford,Focus,10 ecoboost 125 st line edition 5dr,2018.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,159.7,285.1,8.29,,,synthetic,synthetic,synthetic,0.4
BUILD_3D542C89,CAR_7FAA4E5A,Ford,Focus,10 ecoboost 125 st line edition 5dr,2018.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,193.6,321.1,7.39,,,synthetic,synthetic,synthetic,0.4
BUILD_B19F51AC,CAR_2248F9C3,Seat,Altea,12 tsi ecomotive tech s 5d,2004.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,122.7,212.1,9.81,,,synthetic,synthetic,synthetic,0.4
BUILD_E436DF3B,CAR_2248F9C3,Seat,Altea,12 tsi ecomotive tech s 5d,2004.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,133.4,239.0,9.33,,,synthetic,synthetic,synthetic,0.4
BUILD_CF951D44,CAR_2248F9C3,Seat,Altea,12 tsi ecomotive tech s 5d,2004.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,162.3,271.5,8.3,,,synthetic,synthetic,synthetic,0.4
BUILD_4CFD7A73,CAR_2B85EDF0,Volkswagen,Golf,20 tsi r 4motion (leather) 3d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,303.7,411.1,5.08,,,synthetic,synthetic,synthetic,0.4
BUILD_6F25F7BC,CAR_2B85EDF0,Volkswagen,Golf,20 tsi r 4motion (leather) 3d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,338.9,495.4,4.76,,,synthetic,synthetic,synthetic,0.4
BUILD_6D9C2614,CAR_2B85EDF0,Volkswagen,Golf,20 tsi r 4motion (leather) 3d,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,417.7,559.1,4.2,,,synthetic,synthetic,synthetic,0.4
BUILD_32369E0E,CAR_FD9436B8,Peugeot,807,20 (143bhp) st (7 seat) 5d,2002.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,159.6,243.8,10.35,,,synthetic,synthetic,synthetic,0.4
BUILD_3C9DFCEB,CAR_FD9436B8,Peugeot,807,20 (143bhp) st (7 seat) 5d,2002.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,184.4,269.5,9.49,,,synthetic,synthetic,synthetic,0.4
BUILD_84820D55,CAR_FD9436B8,Peugeot,807,20 (143bhp) st (7 seat) 5d,2002.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,216.1,318.0,8.63,,,synthetic,synthetic,synthetic,0.4
BUILD_7BAA3578,CAR_E81E447B,Volkswagen,Golf,12 tsi (85bhp) s 3d,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,98.9,197.4,10.71,,,synthetic,synthetic,synthetic,0.4
BUILD_522D06AB,CAR_E81E447B,Volkswagen,Golf,12 tsi (85bhp) s 3d,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,105.8,218.8,10.29,,,synthetic,synthetic,synthetic,0.4
BUILD_BA6DB50C,CAR_E81E447B,Volkswagen,Golf,12 tsi (85bhp) s 3d,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,129.7,256.1,9.1,,,synthetic,synthetic,synthetic,0.4
BUILD_28589B8B,CAR_1B821CAE,Audi,Q7,sq7 tfsi qtro 507 black ed 5dr tiptronic tech pro,2016.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,606.6,951.6,3.56,,,synthetic,synthetic,synthetic,0.4
BUILD_E737194A,CAR_1B821CAE,Audi,Q7,sq7 tfsi qtro 507 black ed 5dr tiptronic tech pro,2016.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,641.9,1029.5,3.44,,,synthetic,synthetic,synthetic,0.4
BUILD_F0D8C0C1,CAR_1B821CAE,Audi,Q7,sq7 tfsi qtro 507 black ed 5dr tiptronic tech pro,2016.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,780.6,1195.5,3.06,,,synthetic,synthetic,synthetic,0.4
BUILD_3E340C15,CAR_F190A29C,Volkswagen,Golf,20 tsi gti (nav) 3d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,256.7,442.4,5.68,,,synthetic,synthetic,synthetic,0.4
BUILD_B40CC31A,CAR_F190A29C,Volkswagen,Golf,20 tsi gti (nav) 3d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,286.8,479.1,5.31,,,synthetic,synthetic,synthetic,0.4
BUILD_56B6F666,CAR_F190A29C,Volkswagen,Golf,20 tsi gti (nav) 3d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,337.9,558.5,4.82,,,synthetic,synthetic,synthetic,0.4
BUILD_9617150A,CAR_C381861A,Seat,Leon,20 tsi cupra r (265bhp) 5d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,309.2,442.5,5.42,,,synthetic,synthetic,synthetic,0.4
BUILD_FBEA8C4C,CAR_C381861A,Seat,Leon,20 tsi cupra r (265bhp) 5d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,341.5,499.1,5.11,,,synthetic,synthetic,synthetic,0.4
BUILD_53DFA5E4,CAR_C381861A,Seat,Leon,20 tsi cupra r (265bhp) 5d,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,415.1,549.4,4.54,,,synthetic,synthetic,synthetic,0.4
BUILD_BAEF7FB4,CAR_042676BA,Skoda,Octavia,10 tsi se 5dr,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,122.8,236.0,9.81,,,synthetic,synthetic,synthetic,0.4
BUILD_FB326844,CAR_042676BA,Skoda,Octavia,10 tsi se 5dr,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,137.4,267.9,9.17,,,synthetic,synthetic,synthetic,0.4
BUILD_3223E3ED,CAR_042676BA,Skoda,Octavia,10 tsi se 5dr,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,169.4,311.4,8.09,,,synthetic,synthetic,synthetic,0.4
BUILD_AD941180,CAR_DE2A47DC,Mitsubishi,Lancer Evo,rs ii 4d,2002.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,320.7,480.5,4.66,,,synthetic,synthetic,synthetic,0.4
BUILD_5DE74C89,CAR_DE2A47DC,Mitsubishi,Lancer Evo,rs ii 4d,2002.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,351.2,540.6,4.41,,,synthetic,synthetic,synthetic,0.4
BUILD_E2814037,CAR_DE2A47DC,Mitsubishi,Lancer Evo,rs ii 4d,2002.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,421.8,598.2,3.95,,,synthetic,synthetic,synthetic,0.4
BUILD_DD839507,CAR_9FA87001,Citroen,Xsara,14i west coast 3d,1998.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,90.0,,10.4,,,synthetic,synthetic,synthetic,0.4
BUILD_CA8A0CA3,CAR_9FA87001,Citroen,Xsara,14i west coast 3d,1998.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,100.0,,9.76,,,synthetic,synthetic,synthetic,0.4
BUILD_03583146,CAR_9FA87001,Citroen,Xsara,14i west coast 3d,1998.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,119.1,,8.79,,,synthetic,synthetic,synthetic,0.4
BUILD_573156C0,CAR_D65012AE,Volkswagen,Polo,14 tsi (180bhp) gti (sensor pack) 3d dsg,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,213.0,312.6,6.0,,,synthetic,synthetic,synthetic,0.4
BUILD_8073EC49,CAR_D65012AE,Volkswagen,Polo,14 tsi (180bhp) gti (sensor pack) 3d dsg,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,229.8,336.9,5.73,,,synthetic,synthetic,synthetic,0.4
BUILD_A8B64DFD,CAR_D65012AE,Volkswagen,Polo,14 tsi (180bhp) gti (sensor pack) 3d dsg,2010.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,278.8,407.7,5.1,,,synthetic,synthetic,synthetic,0.4
BUILD_0B92DAD7,CAR_B6340491,Audi,A7,s7 tfsi quattro (1014 ) 5d s tronic,2012.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,544.5,666.2,3.98,,,synthetic,synthetic,synthetic,0.4
BUILD_2211247C,CAR_B6340491,Audi,A7,s7 tfsi quattro (1014 ) 5d s tronic,2012.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,579.1,774.2,3.83,,,synthetic,synthetic,synthetic,0.4
BUILD_9AD3B93C,CAR_B6340491,Audi,A7,s7 tfsi quattro (1014 ) 5d s tronic,2012.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,679.6,903.7,3.48,,,synthetic,synthetic,synthetic,0.4
BUILD_84326B8A,CAR_0ACB7416,Skoda,Kamiq,10 tsi 110 monte carlo 5dr,2019.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,131.3,242.6,8.89,,,synthetic,synthetic,synthetic,0.4
BUILD_FAEFD8A1,CAR_0ACB7416,Skoda,Kamiq,10 tsi 110 monte carlo 5dr,2019.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,145.3,281.1,8.37,,,synthetic,synthetic,synthetic,0.4
BUILD_A57421A9,CAR_0ACB7416,Skoda,Kamiq,10 tsi 110 monte carlo 5dr,2019.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,163.1,328.1,7.81,,,synthetic,synthetic,synthetic,0.4
BUILD_DB14F22D,CAR_8F20FAFF,Mitsubishi,Lancer,20 gs ralliart sst 5d,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,279.8,429.7,6.25,,,synthetic,synthetic,synthetic,0.4
BUILD_CF290244,CAR_8F20FAFF,Mitsubishi,Lancer,20 gs ralliart sst 5d,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,308.6,486.9,5.89,,,synthetic,synthetic,synthetic,0.4
BUILD_7B0BF28A,CAR_8F20FAFF,Mitsubishi,Lancer,20 gs ralliart sst 5d,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,364.7,532.0,5.33,,,synthetic,synthetic,synthetic,0.4
BUILD_5B7761A2,CAR_D35A60F2,Volkswagen,Golf,20 tsi 320 r 4motion 5dr dsg,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,384.5,495.2,3.99,,,synthetic,synthetic,synthetic,0.4
BUILD_D6D394AF,CAR_D35A60F2,Volkswagen,Golf,20 tsi 320 r 4motion 5dr dsg,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,410.1,598.5,3.84,,,synthetic,synthetic,synthetic,0.4
BUILD_FBFCD6C9,CAR_D35A60F2,Volkswagen,Golf,20 tsi 320 r 4motion 5dr dsg,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,502.4,675.1,3.4,,,synthetic,synthetic,synthetic,0.4
BUILD_1DA01CA7,CAR_F1A92C37,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 5dr s tronic,2021.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,470.1,607.4,3.33,,,synthetic,synthetic,synthetic,0.4
BUILD_29D35535,CAR_F1A92C37,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 5dr s tronic,2021.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,511.9,681.4,3.16,,,synthetic,synthetic,synthetic,0.4
BUILD_9FEB325B,CAR_F1A92C37,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 5dr s tronic,2021.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,617.5,812.6,2.83,,,synthetic,synthetic,synthetic,0.4
BUILD_B67D52BA,CAR_9E57EE98,Audi,A3,14 tfsi (150bhp) s line (nav) 4d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,177.7,312.2,7.05,,,synthetic,synthetic,synthetic,0.4
BUILD_16547787,CAR_9E57EE98,Audi,A3,14 tfsi (150bhp) s line (nav) 4d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,188.0,344.9,6.82,,,synthetic,synthetic,synthetic,0.4
BUILD_D3142DB5,CAR_9E57EE98,Audi,A3,14 tfsi (150bhp) s line (nav) 4d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,221.3,401.2,6.18,,,synthetic,synthetic,synthetic,0.4
BUILD_96C0B888,CAR_982242D4,Audi,Q8,sq8 tfsi qtro 507 black ed 5dr tiptronic tech pro,2024.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,585.9,969.3,3.63,,,synthetic,synthetic,synthetic,0.4
BUILD_B1424B0B,CAR_982242D4,Audi,Q8,sq8 tfsi qtro 507 black ed 5dr tiptronic tech pro,2024.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,651.2,1033.1,3.41,,,synthetic,synthetic,synthetic,0.4
BUILD_2E7633BA,CAR_982242D4,Audi,Q8,sq8 tfsi qtro 507 black ed 5dr tiptronic tech pro,2024.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,755.6,1252.1,3.12,,,synthetic,synthetic,synthetic,0.4
BUILD_A0C29548,CAR_4837E347,Skoda,Octavia,12 tsi s 5d,2004.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,122.8,206.5,9.45,,,synthetic,synthetic,synthetic,0.4
BUILD_5E19AD87,CAR_4837E347,Skoda,Octavia,12 tsi s 5d,2004.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,131.7,245.0,9.06,,,synthetic,synthetic,synthetic,0.4
BUILD_57215E28,CAR_4837E347,Skoda,Octavia,12 tsi s 5d,2004.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,155.2,285.6,8.21,,,synthetic,synthetic,synthetic,0.4
BUILD_6CA861AC,CAR_6DEF0D98,Audi,A1,s1 tfsi quattro 3d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,272.5,435.9,5.02,,,synthetic,synthetic,synthetic,0.4
BUILD_56F097BA,CAR_6DEF0D98,Audi,A1,s1 tfsi quattro 3d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,290.2,528.6,4.83,,,synthetic,synthetic,synthetic,0.4
BUILD_93C3348D,CAR_6DEF0D98,Audi,A1,s1 tfsi quattro 3d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,349.0,587.2,4.33,,,synthetic,synthetic,synthetic,0.4
BUILD_F9E000DF,CAR_DE526989,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2008.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,428.8,632.4,4.28,,,synthetic,synthetic,synthetic,0.4
BUILD_7B32368D,CAR_DE526989,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2008.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,484.5,702.7,3.98,,,synthetic,synthetic,synthetic,0.4
BUILD_146DD725,CAR_DE526989,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2008.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,544.3,779.2,3.71,,,synthetic,synthetic,synthetic,0.4
BUILD_05EE18B2,CAR_F8FF7E0D,Seat,Leon,12 tsi (110bhp) s 3d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,130.4,214.5,8.39,,,synthetic,synthetic,synthetic,0.4
BUILD_04470472,CAR_F8FF7E0D,Seat,Leon,12 tsi (110bhp) s 3d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,141.7,248.6,7.99,,,synthetic,synthetic,synthetic,0.4
BUILD_6D1A1923,CAR_F8FF7E0D,Seat,Leon,12 tsi (110bhp) s 3d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,163.2,279.9,7.34,,,synthetic,synthetic,synthetic,0.4
