build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,result_torque_nm,confidence
BUILD_C05B1262,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_39C32D71,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_53F79DE2,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_8BE560D2,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_49608F20,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_989F2425,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2F3F7248,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_932CB962,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8006AD32,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_D79193ED,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CDF06574,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_AE1C079D,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6201664F,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_C72BAAA4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B9A54BF7,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_7101DF40,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0447404F,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_AB8BF92F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5F0D20A7,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_DC0B3DB8,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3C646A56,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B9091AA7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0747A9AA,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_865B73E3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4ECBCB09,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_F0F15878,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_88751F63,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_85CF12DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1DB287E3,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B586EBC4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DE333B77,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_3DDA1974,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D1CD6EB9,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_955FAB51,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1B6E712B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_F2E59F44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E133D04D,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_92EAF773,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A47EED7A,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_CEE8FD9C,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_49ABCC01,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_6065B6BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8365D95A,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_648CEEC7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_27DC7306,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E83833BE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C1F746F5,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_90CAD56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4C65DC6C,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B0CAD718,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_87B9D5D2,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_52962BB1,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75F47D2F,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_8994EC87,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FB7012C2,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_48A5EDEE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3F6A8F7F,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_C11F7795,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75024C34,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_342C61E5,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DEA005CC,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_C906205C,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_514C18B1,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_BF6CAFB6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_94438F4E,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_C5CCA990,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7EBEA9D8,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_7AC278A9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_16CB585D,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E5A7DC98,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2FAE49C6,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_EFCA9956,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_53B3565B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B6184189,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0A87BE91,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_4F847C38,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3FBBDA2B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_8FC2CFD3,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5898AC9B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_5C020C7F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_22ED0A1B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_9C9E0441,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E006752F,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_39305182,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E5830677,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_D83158AC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5035F860,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_1C38A922,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4F79DEE8,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_F6F16646,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B1B0E061,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_894C708A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_44339DE6,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_7CF0DCA6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_47CBE6FD,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_4E57AA28,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CF1B3F68,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E64C884E,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_15285989,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_304E6C27,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CC4BE756,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_2C524C56,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E38D0380,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E30F4656,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_848D5456,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_15DA661C,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D76004F3,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B0BEC5B7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_750E96FC,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_293B8043,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D2D4575D,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_122590F9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B9C6E9AA,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_8C3E4966,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C7BB18EC,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E66D1CE2,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_812E37AC,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_8505F821,APR Stage 1 ECU Upgrade,227.7,,5.76,,,synthetic,synthetic,synthetic,,0.4
BUILD_55D05186,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_227368B2,APR Stage 2 ECU Upgrade,277.8,,5.11,,,synthetic,synthetic,synthetic,,0.4
BUILD_31E47268,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_0B10F06B,APR Stage 1 ECU Upgrade,226.9,,5.77,,,synthetic,synthetic,synthetic,,0.4
BUILD_9711C299,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_CA3B1785,APR Stage 2 ECU Upgrade,258.0,,5.34,,,synthetic,synthetic,synthetic,,0.4
BUILD_060816FD,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_FDB0604A,APR Stage 1 ECU Upgrade,231.9,,5.7,,,synthetic,synthetic,synthetic,,0.4
BUILD_41A550A1,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B32F74C0,APR Stage 2 ECU Upgrade,262.2,,5.29,,,synthetic,synthetic,synthetic,,0.4
BUILD_EF6B3D78,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_B3F525C2,APR Stage 1 ECU Upgrade,240.4,,5.58,,,synthetic,synthetic,synthetic,,0.4
BUILD_85F6E09B,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_E8142244,APR Stage 2 ECU Upgrade,272.7,,5.17,,,synthetic,synthetic,synthetic,,0.4
BUILD_AA0E2850,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_1DD84100,RaceChip ECU Tuning Box,218.8,,5.9,,,synthetic,synthetic,synthetic,,0.4
BUILD_C32640E1,CAR_B7883409,Seat,Ibiza,14 tsi cupra sport coupe 3d dsg,2009.0,MOD_4489FA7E,RaceChip ECU Tuning Box,229.3,,5.74,,,synthetic,synthetic,synthetic,,0.4
BUILD_16ADDB6E,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,105.8,,9.72,,,synthetic,synthetic,synthetic,199.3,0.4
BUILD_ED595A5E,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,118.2,,9.09,,,synthetic,synthetic,synthetic,228.1,0.4
BUILD_14660F9A,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_3F8E3EB8,OBD Tune / E-Tune (Remote),107.1,,9.65,,,synthetic,synthetic,synthetic,196.5,0.4
BUILD_298AEED9,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_5560E728,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8AE19910,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B9804A92,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8D7BD0B2,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_49BE092A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FEE2A0A8,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_8BCEC7E7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3FCA9D18,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_F48E2A3D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D54B5DF6,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B33B334F,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_84A6538D,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_D3C53CC9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_85E16B79,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_844B837F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_478029B9,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B928492C,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_583392D1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_5C4E0959,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_665D3232,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_A8124229,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D5DC102C,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_17A1B673,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_003B36CF,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_50201C40,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_31407B2C,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_0B6F34A3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8F70230B,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_8F973B59,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FCCB83B1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_C921068B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_60EA619B,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_171298EE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D23C83E7,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_040D67C9,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DDB8727B,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_16D9AB5C,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A18AAA38,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_524BF1EB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D4F6BBDF,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_0D10FA70,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_091DBCE1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B329F971,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75BB0E6B,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_E605B00B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3205D226,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_50B94CF8,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_997BF816,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_ECBEEAD3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_37C46338,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_65ADDEBB,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CBB3CD12,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_F9D0D1FD,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F9769D13,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_390A34F6,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_635CFD1C,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_EEE60B38,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6DCD9810,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_EECA78B2,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A9C71271,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_F76C15E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_28B9E332,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_C10D4966,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FF14D93B,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_4D51C7B5,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2519D784,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_5A686F93,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_98064D58,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_9A8BF1AF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_50CAA0E6,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_D14573AB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_897B935E,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_96C59018,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_13135E49,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_E72F64B1,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D99465F1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_50F29FAF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9C427767,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_F667D273,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4D75782E,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_3EB9A66A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9D09ADB0,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_41DD0CAE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1621FCF3,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_35B81C65,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4C4D5668,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_FE1DD696,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3CEDE8C1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_81E1599B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7C6DF3CD,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_2A9FC004,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4FF9FA93,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_76346359,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A81799B3,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_607E7E44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_11A25B6C,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_13D42331,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DC08E4B1,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_85D4A676,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_32C9B946,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_944D23BE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3507CAAA,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_6FA40C3A,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A03AA6FF,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B9D3002E,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_35E95B82,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_7DC6D409,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E6EDD709,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_FB09745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A0BBEEC9,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_B843FA16,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EFEE7AFE,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_88699365,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_469896B2,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_9498E10F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_ADE18A66,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_1899D629,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8DA94F49,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_BE71A7F3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_32320114,CAR_C2557803,Seat,Ibiza,10 ecotsi se 5d,2010.0,MOD_BA50C9E9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
